Customer ID,Age,Income,Education,Occupation,Income,Average Balance,Appraisal,Industri,Pelunasan Kredit
1234561613,3,5,2,1,4,1,1,1,0
1234561110,4,4,1,5,3,4,1,1,1
1234561973,2,2,1,4,4,3,4,1,0
1234561293,3,1,5,1,4,4,5,1,0
1234561946,2,1,3,5,1,4,3,2,1
1234561769,4,2,3,2,2,2,5,3,0
1234561338,4,5,4,3,3,2,5,4,0
1234561517,3,4,2,3,4,1,1,3,0
1234561187,4,3,1,5,1,5,3,2,1
1234561509,4,3,5,5,1,3,1,4,0
1234561696,4,2,5,3,4,3,2,5,1
1234561819,2,2,1,5,2,3,5,2,1
1234561292,1,4,3,3,3,1,3,1,1
1234561905,4,3,3,2,2,1,1,4,1
1234561526,1,3,3,1,1,3,2,4,1
1234561829,3,3,2,5,2,2,3,1,1
1234561981,5,5,5,2,4,3,5,3,1
1234561018,4,1,4,5,1,3,3,2,1
1234561949,1,3,2,1,3,4,1,3,1
1234561795,5,5,5,3,2,1,3,3,1
1234561365,1,5,1,3,4,1,5,1,1
1234561926,4,1,1,3,5,2,4,3,1
1234561155,2,4,3,4,1,5,3,3,0
1234561167,1,3,4,3,4,3,5,5,0
1234561330,3,4,5,3,4,3,1,3,1
1234561277,3,1,5,4,4,3,5,1,0
1234561898,5,1,3,3,3,4,2,5,1
1234561948,4,2,3,2,4,2,4,1,0
1234561354,5,4,1,4,5,5,3,4,1
1234561084,1,4,3,2,1,2,3,2,1
1234561377,5,3,4,2,3,5,3,2,0
1234561378,4,4,2,2,3,1,5,4,0
1234561958,1,3,3,5,1,4,1,1,0
1234561029,3,4,4,5,1,3,4,2,1
1234561511,5,4,2,3,2,5,2,2,0
1234561146,3,4,4,5,4,4,5,2,0
1234561865,2,3,3,3,1,2,3,1,1
1234561714,4,3,4,2,4,2,2,4,0
1234561464,2,3,2,2,5,2,1,5,0
1234561445,4,3,1,5,1,2,1,4,1
1234561469,3,4,1,4,2,2,1,3,1
1234561381,5,1,5,3,5,5,5,5,0
1234561162,4,3,3,4,5,5,3,1,1
1234561292,4,5,4,1,5,2,1,3,1
1234561447,5,2,2,1,5,3,1,2,1
1234561997,4,2,4,1,1,3,2,1,0
1234561371,2,5,2,5,2,3,5,2,0
1234561169,4,3,4,1,3,2,1,2,0
1234561597,3,3,2,2,1,4,1,4,1
1234561586,1,5,4,1,1,2,5,3,0
1234561159,1,2,1,3,1,4,3,1,1
1234561439,3,1,4,2,1,5,2,2,1
1234561635,4,3,3,1,3,5,2,3,1
1234561783,2,1,3,2,2,1,1,2,1
1234561393,3,2,1,2,4,4,1,2,0
1234561840,5,1,1,3,2,3,3,3,1
1234561818,3,2,2,4,3,1,4,3,1
1234561864,2,2,5,3,3,1,4,4,0
1234561693,1,4,1,4,4,4,5,5,1
1234561283,4,4,3,4,1,1,3,4,1
1234561037,5,1,4,4,1,5,4,5,1
1234561570,1,3,1,4,3,1,2,4,1
1234561494,5,3,5,4,3,5,3,1,1
1234561942,5,5,2,4,4,1,2,1,1
1234561416,4,3,5,5,1,5,4,5,0
1234561074,3,3,1,4,4,3,4,5,0
1234561743,3,1,3,3,3,4,4,1,0
1234561004,3,1,5,4,5,1,3,5,0
1234561842,1,3,2,2,4,4,5,3,0
1234561927,2,1,4,3,4,3,2,5,1
1234561924,5,2,3,5,4,4,4,4,0
1234561839,4,1,3,2,5,3,2,3,1
1234561777,2,2,3,4,3,5,1,3,0
1234561506,1,5,2,3,2,4,1,4,0
1234561399,5,4,3,5,5,5,5,4,0
1234561035,5,5,5,4,1,2,2,1,0
1234561978,2,5,4,2,3,5,5,5,0
1234561893,4,2,1,1,5,4,1,2,1
1234561023,2,3,3,4,4,5,5,3,1
1234561808,1,3,5,5,4,3,4,5,1
1234561834,5,2,4,2,4,3,5,5,1
1234561736,4,3,3,1,4,3,1,4,1
1234561524,5,5,2,1,3,5,1,4,1
1234561453,4,3,3,4,3,4,1,2,1
1234561012,5,1,2,2,2,1,5,1,0
1234561929,4,5,4,1,4,5,4,2,0
1234561240,4,2,2,1,3,2,5,5,0
1234561375,2,5,4,1,1,5,1,3,1
1234561058,3,3,1,4,5,4,1,3,1
1234561831,4,1,1,5,1,5,2,4,1
1234561553,5,1,4,4,3,2,3,5,0
1234561300,3,1,3,5,5,1,3,1,1
1234561114,3,5,1,4,4,4,2,5,0
1234561398,4,4,3,1,2,1,5,4,0
1234561859,3,2,3,3,1,3,3,3,1
1234561111,1,5,2,5,2,3,5,4,1
1234561427,2,5,4,1,5,4,5,4,1
1234561806,2,5,5,4,2,4,4,1,1
1234561181,2,4,4,3,4,3,4,3,1
1234561770,2,1,4,5,4,4,3,5,0
1234561961,1,3,3,4,5,5,2,1,0
1234561719,3,3,1,3,5,4,1,2,1
1234561506,5,4,4,2,3,1,1,3,0
1234561046,1,3,5,1,3,4,2,1,0
1234561359,1,1,2,1,2,5,5,1,1
1234561243,2,5,4,1,3,4,5,4,1
1234561380,2,1,5,3,1,5,4,5,0
1234561834,4,1,1,4,1,4,2,2,1
1234561931,4,3,1,2,1,2,3,4,1
1234561268,2,1,4,5,1,5,1,1,1
1234561975,5,3,1,5,3,3,5,3,0
1234561451,1,4,3,2,1,3,5,4,0
1234561709,2,4,1,5,2,5,5,4,1
1234561105,4,5,1,1,4,2,4,2,0
1234561564,2,2,4,3,5,5,2,3,1
1234561161,4,5,5,3,2,1,1,1,0
1234561959,4,5,4,5,4,4,2,2,1
1234561319,1,4,4,5,1,1,3,1,1
1234561318,1,1,2,3,4,2,4,2,0
1234561575,1,4,3,4,2,5,4,5,0
1234561796,4,3,4,3,4,1,4,3,1
1234561645,1,4,3,3,1,4,4,2,0
1234561842,3,3,1,2,1,5,2,4,0
1234561373,5,1,5,2,1,3,3,2,0
1234561040,3,3,1,2,3,4,4,1,1
1234561871,1,3,4,3,4,5,4,2,0
1234561362,5,1,5,5,5,1,1,3,1
1234561966,4,4,5,4,4,1,3,5,0
1234561273,4,1,2,4,5,1,5,2,1
1234561700,4,2,2,3,1,2,5,1,1
1234561756,2,2,5,4,4,2,5,3,1
1234561566,5,1,5,1,3,1,1,1,1
1234561867,5,4,5,4,3,1,3,5,1
1234561610,3,2,1,3,2,4,2,2,1
1234561494,2,2,3,3,1,2,1,1,0
1234561973,2,2,4,2,5,5,5,5,0
1234561049,4,1,1,1,4,3,5,3,0
1234561873,3,5,4,3,5,4,3,5,0
1234561943,3,3,4,5,2,3,1,4,1
1234561787,2,2,1,5,3,1,4,5,0
1234561079,2,1,2,5,4,5,3,3,1
1234561845,5,3,2,2,1,4,4,4,1
1234561446,5,1,2,5,3,5,2,4,0
1234561601,2,3,3,1,1,4,2,2,0
1234561827,3,5,1,1,5,1,4,3,0
1234561298,3,3,5,4,4,3,4,2,1
1234561255,1,3,5,5,2,1,3,4,1
1234561040,1,5,5,1,1,2,4,5,0
1234561326,3,3,5,3,4,4,3,1,1
1234561264,2,3,4,1,4,3,2,1,0
1234561681,1,3,5,4,4,3,4,3,1
1234561853,2,3,1,4,3,1,3,4,1
1234561169,5,2,2,1,3,3,1,5,0
1234561662,3,1,5,4,3,4,2,2,1
1234561623,2,5,3,5,2,2,1,5,1
1234561535,1,4,1,3,2,3,3,3,0
1234561086,5,5,1,3,2,1,3,2,0
1234561048,1,5,4,2,2,4,2,1,0
1234561167,3,5,2,3,5,1,5,2,1
1234561740,2,3,1,4,4,5,3,5,1
1234561895,4,4,3,3,5,3,4,1,1
1234561941,3,4,3,1,1,4,2,1,1
1234561188,4,5,2,5,1,2,2,4,1
1234561969,3,2,4,5,4,4,5,2,1
1234561774,2,4,3,2,5,4,3,1,1
1234561231,4,1,2,4,2,2,2,3,1
1234561675,5,4,3,3,2,3,2,3,1
1234561825,1,5,5,4,5,3,4,2,1
1234561306,2,5,4,3,3,3,3,4,0
1234561529,1,3,5,5,2,5,2,1,1
1234561793,3,1,1,3,2,3,5,3,0
1234561822,3,5,4,3,4,5,2,1,0
1234561386,4,1,3,4,1,5,4,4,0
1234561235,4,1,3,1,1,4,3,3,0
1234561299,3,4,2,3,4,1,2,2,0
1234561438,3,2,2,4,3,4,2,5,0
1234561888,2,5,2,2,2,5,4,2,0
1234561630,5,5,3,1,1,4,3,5,0
1234561361,5,5,3,4,4,2,1,5,0
1234561549,3,4,2,5,4,4,3,1,0
1234561109,4,2,2,2,3,5,5,5,1
1234561940,4,5,2,4,5,1,4,4,1
1234561020,1,5,3,5,2,2,1,1,1
1234561495,5,5,5,5,5,1,3,1,0
1234561943,2,4,4,2,4,2,4,5,1
1234561668,2,3,5,1,5,3,5,4,1
1234561374,2,3,5,3,3,5,1,1,0
1234561834,1,4,5,1,3,2,4,2,1
1234561234,5,5,4,1,4,5,5,5,1
1234561888,3,3,3,4,2,2,5,3,0
1234561517,1,1,2,4,1,3,5,3,1
1234561098,1,4,2,1,4,2,3,5,1
1234561436,5,4,2,5,5,5,1,1,1
1234561260,2,2,2,1,3,2,5,3,0
1234561540,5,1,3,3,4,4,1,1,1
1234561041,3,4,5,4,5,5,2,4,1
1234561538,2,4,5,5,5,2,5,4,0
1234561812,5,4,4,2,2,2,1,3,1
1234561252,1,4,5,2,3,1,2,1,1
1234561388,2,4,2,3,4,1,3,5,0
1234561250,5,4,1,2,5,3,4,3,1
1234561735,2,3,4,3,3,1,1,2,1
1234561011,4,4,3,4,3,1,1,3,1
1234561731,3,4,4,1,2,3,1,3,0
1234561506,2,2,3,4,1,2,4,1,0
1234561498,1,3,3,3,4,1,5,2,1
1234561135,5,2,5,1,5,2,5,5,1
1234561174,4,3,1,3,1,5,3,1,1
1234561439,3,2,4,3,5,2,3,5,0
1234561177,2,5,4,1,3,4,1,2,1
1234561745,4,5,5,1,2,5,1,1,0
1234561224,3,3,5,2,4,2,1,4,0
1234561455,1,3,4,4,5,4,2,1,0
1234561973,4,1,3,1,4,1,2,4,1
1234561358,1,2,5,4,1,3,2,2,1
1234561449,3,5,2,2,1,3,3,2,1
1234561693,3,2,1,4,4,3,2,4,0
1234561270,5,2,3,2,1,5,5,2,0
1234561880,1,5,2,5,4,2,2,1,0
1234561109,4,4,4,1,1,1,4,3,1
1234561931,5,2,3,4,5,2,1,3,1
1234561970,5,5,1,3,2,4,5,3,1
1234561363,3,1,4,4,1,1,5,5,1
1234561898,2,1,4,4,1,3,5,4,0
1234561306,1,3,3,5,5,1,3,5,0
1234561614,4,1,1,1,1,4,3,5,1
1234561149,1,5,5,4,4,3,1,5,1
1234561286,5,4,4,3,3,2,2,2,1
1234561774,2,4,1,3,5,2,5,3,1
1234561878,5,3,5,4,3,1,3,2,1
1234561236,5,2,4,5,4,5,3,2,1
1234561725,3,5,5,1,3,3,3,5,0
1234561984,4,2,1,5,1,5,2,5,1
1234561938,4,1,1,3,4,2,3,3,1
1234561670,1,2,3,4,4,3,4,3,1
1234561549,2,4,1,3,4,4,2,4,1
1234561643,2,3,5,5,2,2,1,3,1
1234561480,2,2,2,2,3,4,2,4,1
1234561011,3,1,2,3,4,3,3,2,0
1234561661,1,3,2,5,5,5,4,5,0
1234561284,1,3,2,5,2,5,3,1,1
1234561521,1,2,3,3,4,4,2,3,1
1234561662,4,2,3,4,4,2,2,1,0
1234561792,1,3,3,3,5,2,4,4,0
1234561470,5,4,3,3,2,2,3,4,1
1234561131,2,1,4,3,1,4,2,1,1
1234561447,2,1,5,4,2,4,2,3,1
1234561261,5,1,5,2,5,3,2,3,0
1234561219,3,5,2,4,1,2,2,3,1
1234561641,5,4,3,4,2,1,2,2,1
1234561248,1,1,2,2,2,1,1,5,0
1234561648,3,1,2,3,4,5,1,5,0
1234561512,5,4,3,1,5,1,2,2,1
1234561782,2,1,2,5,5,3,3,2,0
1234561238,5,4,1,4,5,1,5,5,1
1234561143,3,2,5,2,5,3,3,1,0
1234561178,4,4,3,1,1,1,1,5,1
1234561891,4,4,5,2,2,3,5,1,1
1234561025,1,3,1,4,2,4,4,1,1
1234561830,3,4,1,5,3,5,1,2,0
1234561920,2,1,1,4,2,3,5,1,1
1234561773,1,2,1,4,5,1,4,1,0
1234561455,5,3,3,3,5,2,4,1,0
1234561935,4,3,1,2,2,3,5,3,1
1234561717,1,1,1,3,2,1,4,5,0
1234561864,4,4,4,4,3,5,1,4,0
1234561068,3,5,3,4,4,2,5,3,1
1234561963,2,4,5,1,5,2,1,1,1
1234561978,4,2,4,1,2,4,3,1,0
1234561976,2,2,5,5,4,1,5,5,0
1234561729,4,5,3,5,5,1,2,1,1
1234561109,5,5,4,1,1,2,1,3,1
1234561336,4,2,5,2,4,3,2,4,0
1234561135,5,3,5,2,1,1,4,4,1
1234561803,2,1,4,5,1,3,2,2,0
1234561115,2,3,2,2,5,4,3,4,1
1234561762,5,2,4,3,2,3,5,3,0
1234561648,3,3,3,3,3,2,1,4,1
1234561848,4,5,4,2,5,1,3,5,1
1234561111,1,1,3,5,3,3,2,2,1
1234561511,2,2,1,1,2,5,3,4,0
1234561449,5,2,5,2,1,1,4,2,0
1234561583,4,3,1,4,4,3,1,1,0
1234561711,1,4,2,1,1,4,4,3,0
1234561817,3,5,2,1,5,5,1,5,0
1234561890,3,5,3,5,3,4,2,5,0
1234561290,2,3,2,3,4,3,5,4,0
1234561720,2,4,2,3,4,5,1,1,0
1234561435,3,4,3,5,4,4,2,5,1
1234561789,2,3,4,5,4,3,3,2,1
1234561758,2,2,5,5,1,3,5,3,1
1234561440,4,1,1,5,2,1,1,4,1
1234561017,4,4,3,5,3,1,2,5,0
1234561438,2,4,3,5,2,2,5,1,1
1234561004,1,4,3,2,5,3,1,1,1
1234561572,1,5,5,3,3,1,3,5,1
1234561776,5,2,5,2,3,1,1,2,0
1234561202,5,1,1,2,5,2,5,5,1
1234561841,2,5,1,1,4,2,5,5,0
1234561107,5,3,5,3,5,3,4,4,1
1234561411,1,1,4,3,5,3,1,1,1
1234561625,4,3,1,5,1,3,4,4,0
1234561772,3,4,4,3,2,3,4,4,1
1234561728,3,1,5,3,2,5,3,4,0
1234561912,5,1,3,4,5,4,3,2,0
1234561645,5,2,5,1,4,2,3,5,0
1234561563,3,2,4,2,4,4,1,2,1
1234561858,2,1,5,3,2,2,2,4,1
1234561261,5,3,4,4,3,4,3,2,1
1234561019,2,4,2,5,4,3,2,3,0
1234561680,5,1,1,3,1,2,3,4,0
1234561087,3,2,1,1,4,4,5,2,0
1234561332,4,4,5,2,1,5,3,2,0
1234561747,3,4,5,4,3,5,4,2,1
1234561135,1,3,3,3,3,1,4,1,1
1234561193,4,3,5,2,5,5,3,5,0
1234561352,2,3,3,1,1,2,3,4,0
1234561561,4,3,2,5,5,1,1,3,1
1234561132,5,5,3,4,1,1,4,2,0
1234561394,4,1,3,1,4,5,1,5,0
1234561308,4,2,5,5,3,2,5,5,0
1234561447,4,1,2,3,1,2,4,1,1
1234561385,3,1,3,2,3,4,3,2,1
1234561092,4,4,1,2,1,4,4,4,0
1234561314,4,2,3,2,4,2,5,4,1
1234561371,5,4,4,5,3,1,2,3,0
1234561520,4,3,4,2,2,2,5,1,0
1234561566,5,3,2,4,4,3,1,4,1
1234561841,4,2,2,2,3,1,3,3,0
1234561409,2,4,1,3,2,4,2,2,0
1234561990,4,4,4,4,1,2,4,1,0
1234561003,4,3,3,3,5,3,4,3,0
1234561626,5,5,4,4,4,1,5,5,0
1234561783,3,2,4,5,3,1,2,4,1
1234561948,1,1,5,3,3,4,2,5,1
1234561632,1,4,3,1,3,5,2,1,1
1234561496,1,4,1,2,2,3,4,1,0
1234561090,3,5,5,4,2,5,3,2,0
1234561348,1,3,4,5,1,2,5,1,1
1234561067,3,5,3,2,5,1,2,1,0
1234561149,3,1,4,3,2,2,5,5,1
1234561972,3,4,4,2,2,3,5,1,1
1234561290,1,4,1,1,4,1,1,1,0
1234561460,3,3,1,2,3,5,4,4,0
1234561118,4,5,3,3,2,3,2,5,0
1234561860,4,2,5,3,4,2,3,1,1
1234561387,2,1,5,2,5,1,3,1,0
1234561326,4,5,2,2,5,3,2,5,1
1234561465,1,5,4,5,3,3,4,4,1
1234561682,5,3,3,2,1,4,1,5,0
1234561707,5,5,4,2,3,5,2,5,0
1234561346,2,5,2,3,1,5,3,1,1
1234561868,1,4,2,1,5,3,5,2,1
1234561822,4,2,3,5,4,1,2,4,0
1234561136,3,2,4,1,5,2,3,5,1
1234561513,1,1,5,1,2,2,5,5,0
1234561190,5,1,2,5,2,1,5,5,1
1234561818,5,2,2,2,2,4,2,5,0
1234561533,1,4,2,2,5,3,1,5,1
1234561114,1,5,3,4,3,2,3,1,1
1234561989,1,4,1,1,1,5,2,4,1
1234561955,4,2,5,5,5,4,2,4,1
1234561365,2,3,3,4,5,2,1,1,1
1234561815,4,3,1,2,4,4,4,3,1
1234561399,5,3,4,3,1,1,3,2,0
1234561468,2,3,2,2,5,3,1,2,1
1234561411,2,1,1,5,5,5,4,2,1
1234561831,2,3,2,2,2,1,2,5,1
1234561202,2,5,3,3,5,5,5,2,0
1234561364,2,4,4,4,2,2,4,5,0
1234561406,5,4,5,2,3,5,1,4,1
1234561483,1,3,5,5,5,2,3,4,0
1234561626,1,5,3,2,5,4,1,4,0
1234561915,2,1,2,4,2,1,4,3,1
1234561427,1,2,2,4,5,4,1,4,1
1234561269,4,1,1,3,3,1,1,4,0
1234561516,1,5,1,3,5,5,2,1,0
1234561418,3,4,1,3,4,5,3,5,0
1234561957,4,1,3,5,3,5,5,3,0
1234561708,2,2,3,3,3,4,4,5,1
1234561194,2,2,4,4,3,2,4,2,0
1234561689,3,2,2,2,5,4,3,3,1
1234561084,1,2,3,5,3,4,2,3,1
1234561858,3,4,2,5,5,5,5,4,0
1234561816,4,1,4,1,2,5,5,1,0
1234561293,1,5,2,5,2,1,1,5,1
1234561582,1,2,5,4,3,3,5,3,0
1234561878,1,1,5,1,5,3,5,4,1
1234561111,3,1,4,1,2,2,2,3,0
1234561996,1,2,5,4,4,2,5,3,1
1234561736,3,3,1,3,1,2,5,5,0
1234561815,2,5,4,5,4,2,5,3,0
1234561627,2,1,2,4,5,2,2,3,1
1234561660,3,3,4,4,3,5,3,3,0
1234561611,2,3,5,4,4,4,5,4,0
1234561218,4,1,4,2,1,3,5,4,1
1234561169,5,2,2,5,1,3,3,5,1
1234561294,2,1,1,1,1,3,3,2,1
1234561245,1,4,5,1,1,4,2,4,1
1234561819,3,4,4,1,2,4,1,1,1
1234561185,4,1,2,4,2,4,4,2,0
1234561705,1,4,1,3,2,5,1,3,0
1234561948,1,5,1,1,1,2,4,3,1
1234561661,5,5,2,1,5,5,3,4,1
1234561102,2,4,4,2,3,4,3,4,1
1234561144,4,2,4,2,3,2,3,2,0
1234561193,2,4,1,2,5,5,2,2,1
1234561570,3,5,5,3,3,2,2,1,0
1234561866,2,4,2,1,4,1,3,2,1
1234561477,1,3,5,5,5,1,2,1,0
1234561525,5,1,1,1,2,5,4,3,0
1234561743,3,4,1,1,5,2,3,4,0
1234561247,4,1,5,5,3,2,1,4,1
1234561757,2,4,4,3,3,5,3,3,1
1234561972,2,5,1,4,1,5,4,2,1
1234561291,3,4,4,2,5,1,2,3,1
1234561732,3,4,3,4,2,2,4,4,0
1234561506,3,3,5,4,3,1,4,2,0
1234561513,5,4,1,4,4,4,5,3,1
1234561243,2,1,1,3,2,1,1,2,0
1234561586,4,2,4,1,1,1,3,2,1
1234561126,4,3,5,1,3,3,3,4,0
1234561071,1,1,1,4,2,2,5,2,0
1234561105,4,5,3,1,1,4,2,2,1
1234561176,4,3,1,2,2,5,5,4,1
1234561166,2,2,4,2,5,4,2,1,1
1234561894,4,5,1,3,1,2,4,3,0
1234561414,1,3,4,4,3,1,4,4,0
1234561037,2,5,1,5,4,3,3,1,0
1234561691,1,4,4,1,5,1,2,2,0
1234561040,2,3,4,3,3,5,1,4,0
1234561333,4,1,5,4,4,5,4,2,1
1234561280,1,3,4,4,3,3,4,1,0
1234561868,3,3,3,4,5,5,1,4,1
1234561885,3,2,1,4,1,5,1,2,0
1234561314,2,4,3,4,2,2,3,4,1
1234561426,4,3,1,1,4,2,3,2,0
1234561376,4,4,5,1,3,4,4,5,1
1234561133,3,1,4,5,1,4,5,2,1
1234561079,2,3,2,4,1,4,2,1,0
1234561258,2,3,4,2,2,3,2,2,0
1234561843,1,2,3,2,2,3,1,4,1
1234561458,3,2,3,2,5,4,1,5,0
1234561186,2,5,2,5,4,4,5,3,1
1234561660,2,5,5,5,1,5,3,3,0
1234561333,5,3,4,4,1,3,1,4,1
1234561770,3,2,4,4,1,4,3,1,1
1234561462,2,5,3,3,5,1,5,4,0
1234561782,4,3,5,1,4,5,3,3,1
1234561923,3,2,5,2,2,5,4,5,1
1234561780,5,3,5,1,1,1,1,4,0
1234561746,5,2,2,5,4,5,2,4,0
1234561898,4,1,2,2,5,4,5,4,1
1234561947,1,2,2,5,3,4,1,2,0
1234561611,5,4,2,3,3,1,2,5,1
1234561783,5,4,2,3,4,5,3,4,1
1234561863,2,2,4,3,3,1,2,2,1
1234561090,2,2,5,3,5,3,4,3,0
1234561119,4,5,1,1,5,5,4,2,1
1234561831,4,2,2,1,1,4,3,1,0
1234561741,5,2,1,3,2,2,3,3,0
1234561823,3,5,4,2,4,1,2,5,0
1234561680,1,5,3,5,4,1,1,5,1
1234561851,4,5,2,2,2,3,4,5,0
1234561201,5,3,1,5,5,5,3,3,1
1234561574,1,4,5,4,5,1,4,1,1
1234561558,3,3,2,4,3,4,1,2,1
1234561353,1,3,5,4,3,3,4,4,1
1234561545,5,5,2,2,5,4,5,4,1
1234561987,4,5,5,2,4,1,2,2,1
1234561928,5,5,2,4,4,2,4,3,1
1234561688,3,1,3,4,1,5,4,1,0
1234561120,3,1,3,4,3,5,4,5,0
1234561801,5,3,2,2,1,4,3,5,1
1234561829,2,3,1,4,3,5,3,1,1
1234561128,2,4,3,4,1,3,4,1,0
1234561483,3,5,2,2,4,5,4,2,1
1234561786,4,5,1,1,2,2,4,5,0
1234561041,1,2,4,5,5,4,2,3,0
1234561532,5,1,1,5,1,2,5,3,1
1234561362,5,3,2,5,4,2,1,4,1
1234561928,4,1,4,3,4,2,2,3,0
1234561218,2,2,4,5,3,1,4,3,0
1234561853,2,2,4,2,2,1,2,4,0
1234561616,3,4,1,3,5,2,4,2,0
1234561877,1,2,5,1,5,3,2,5,1
1234561159,5,2,4,2,3,2,1,2,0
1234561087,2,4,2,1,5,1,4,4,0
1234561940,4,4,1,3,3,5,4,5,0
1234561816,4,4,3,2,1,3,5,4,1
1234561430,5,2,2,5,3,4,4,3,1
1234561095,5,4,1,3,4,1,4,5,1
1234561574,4,2,2,2,4,5,4,4,1
1234561674,2,5,4,5,3,5,1,2,0
1234561497,5,1,3,4,2,4,5,4,1
1234561374,2,4,4,3,4,5,2,1,0
1234561445,4,1,4,1,4,5,3,3,0
1234561430,5,4,3,5,3,4,2,4,0
1234561208,5,5,5,4,5,3,1,5,0
1234561658,4,2,4,4,5,5,3,4,0
1234561535,3,2,2,4,5,3,1,4,0
1234561811,3,3,3,1,1,4,4,2,0
1234561275,4,5,5,4,5,4,2,2,1
1234561566,2,4,5,1,5,1,5,4,1
1234561422,4,2,5,5,5,5,4,2,1
1234561741,3,3,5,5,2,3,5,4,0
1234561558,1,2,2,2,4,2,5,1,0
1234561927,2,4,1,4,3,3,2,5,1
1234561110,1,2,5,1,3,4,2,1,1
1234561990,5,3,2,4,1,2,4,1,1
1234561119,4,1,2,3,2,3,2,5,0
1234561288,2,5,3,5,5,4,2,2,1
1234561137,2,1,4,1,1,2,5,4,0
1234561889,2,1,2,5,1,2,3,3,1
1234561794,5,5,3,1,3,5,3,4,0
1234561884,3,4,4,1,5,3,2,3,1
1234561924,4,2,2,4,4,3,4,1,1
1234561323,4,4,4,3,2,3,4,5,1
1234561313,3,4,4,5,1,4,3,2,1
1234561495,5,2,1,2,1,1,4,3,1
1234561572,3,4,5,1,5,2,4,2,0
1234561706,1,3,2,2,1,2,1,2,1
1234561104,5,1,1,4,4,3,3,3,1
1234561557,4,1,2,5,2,3,1,5,0
1234561247,3,4,4,3,5,2,1,2,1
1234561556,4,2,3,2,1,1,1,3,1
1234561003,5,5,4,2,5,4,1,2,0
1234561852,3,2,2,3,1,1,1,3,0
1234561509,1,2,2,5,4,5,4,3,1
1234561695,1,3,2,1,4,1,4,1,0
1234561670,3,2,1,2,2,4,4,5,0
1234561292,1,2,5,4,4,5,2,2,0
1234561947,1,1,2,4,4,1,4,3,1
1234561751,5,2,1,1,4,5,4,5,0
1234561660,1,5,2,2,1,1,2,5,0
1234561967,1,2,5,4,1,4,5,5,0
1234561722,3,1,3,5,3,4,1,3,1
1234561081,4,2,5,4,1,1,4,3,1
1234561149,2,3,4,5,5,3,3,3,1
1234561546,2,4,1,4,3,5,1,3,0
1234561982,1,2,4,3,3,2,3,4,1
1234561425,2,2,1,4,2,4,4,5,0
1234561324,4,2,2,2,1,5,2,4,1
1234561901,3,5,2,4,5,2,3,5,0
1234561238,5,1,2,3,5,4,1,2,0
1234561140,5,3,4,3,3,2,1,4,1
1234561506,3,2,2,4,3,5,5,4,1
1234561280,1,1,5,5,2,3,4,4,0
1234561236,3,4,5,4,1,1,1,1,1
1234561880,3,2,3,3,1,3,2,5,1
1234561164,2,4,2,2,2,4,4,5,1
1234561688,1,1,4,2,5,3,5,3,0
1234561494,4,1,5,4,3,1,1,2,0
1234561453,1,1,4,5,2,2,3,4,1
1234561388,3,4,2,4,4,2,5,4,1
1234561510,5,3,4,2,5,4,2,3,1
1234561590,5,3,4,2,1,5,5,4,1
